date,day,day_of_the_week,month,month_text,quarter,semester,year
06/10/2008,6,Monday,10,October,4,2,2008
07/10/2008,7,Tuesday,10,October,4,2,2008
08/10/2008,8,Wednesday,10,October,4,2,2008
09/10/2008,9,Thursday,10,October,4,2,2008
10/10/2008,10,Friday,10,October,4,2,2008
11/10/2008,11,Saturday,10,October,4,2,2008
12/10/2008,12,Sunday,10,October,4,2,2008
13/10/2008,13,Monday,10,October,4,2,2008
14/10/2008,14,Tuesday,10,October,4,2,2008
15/10/2008,15,Wednesday,10,October,4,2,2008
16/10/2008,16,Thursday,10,October,4,2,2008
17/10/2008,17,Friday,10,October,4,2,2008
18/10/2008,18,Saturday,10,October,4,2,2008
19/10/2008,19,Sunday,10,October,4,2,2008
20/10/2008,20,Monday,10,October,4,2,2008
21/10/2008,21,Tuesday,10,October,4,2,2008
22/10/2008,22,Wednesday,10,October,4,2,2008
23/10/2008,23,Thursday,10,October,4,2,2008
24/10/2008,24,Friday,10,October,4,2,2008
25/10/2008,25,Saturday,10,October,4,2,2008
26/10/2008,26,Sunday,10,October,4,2,2008
27/10/2008,27,Monday,10,October,4,2,2008
28/10/2008,28,Tuesday,10,October,4,2,2008
29/10/2008,29,Wednesday,10,October,4,2,2008
30/10/2008,30,Thursday,10,October,4,2,2008
31/10/2008,31,Friday,10,October,4,2,2008
01/11/2008,1,Saturday,11,November,4,2,2008
02/11/2008,2,Sunday,11,November,4,2,2008
03/11/2008,3,Monday,11,November,4,2,2008
04/11/2008,4,Tuesday,11,November,4,2,2008
05/11/2008,5,Wednesday,11,November,4,2,2008
06/11/2008,6,Thursday,11,November,4,2,2008
07/11/2008,7,Friday,11,November,4,2,2008
08/11/2008,8,Saturday,11,November,4,2,2008
09/11/2008,9,Sunday,11,November,4,2,2008
10/11/2008,10,Monday,11,November,4,2,2008
11/11/2008,11,Tuesday,11,November,4,2,2008
12/11/2008,12,Wednesday,11,November,4,2,2008
13/11/2008,13,Thursday,11,November,4,2,2008
14/11/2008,14,Friday,11,November,4,2,2008
15/11/2008,15,Saturday,11,November,4,2,2008
16/11/2008,16,Sunday,11,November,4,2,2008
17/11/2008,17,Monday,11,November,4,2,2008
18/11/2008,18,Tuesday,11,November,4,2,2008
19/11/2008,19,Wednesday,11,November,4,2,2008
20/11/2008,20,Thursday,11,November,4,2,2008
21/11/2008,21,Friday,11,November,4,2,2008
22/11/2008,22,Saturday,11,November,4,2,2008
23/11/2008,23,Sunday,11,November,4,2,2008
24/11/2008,24,Monday,11,November,4,2,2008
25/11/2008,25,Tuesday,11,November,4,2,2008
26/11/2008,26,Wednesday,11,November,4,2,2008
27/11/2008,27,Thursday,11,November,4,2,2008
28/11/2008,28,Friday,11,November,4,2,2008
29/11/2008,29,Saturday,11,November,4,2,2008
30/11/2008,30,Sunday,11,November,4,2,2008
01/12/2008,1,Monday,12,December,4,2,2008
02/12/2008,2,Tuesday,12,December,4,2,2008
03/12/2008,3,Wednesday,12,December,4,2,2008
04/12/2008,4,Thursday,12,December,4,2,2008
05/12/2008,5,Friday,12,December,4,2,2008
06/12/2008,6,Saturday,12,December,4,2,2008
07/12/2008,7,Sunday,12,December,4,2,2008
08/12/2008,8,Monday,12,December,4,2,2008
09/12/2008,9,Tuesday,12,December,4,2,2008
10/12/2008,10,Wednesday,12,December,4,2,2008
11/12/2008,11,Thursday,12,December,4,2,2008
12/12/2008,12,Friday,12,December,4,2,2008
13/12/2008,13,Saturday,12,December,4,2,2008
14/12/2008,14,Sunday,12,December,4,2,2008
15/12/2008,15,Monday,12,December,4,2,2008
16/12/2008,16,Tuesday,12,December,4,2,2008
17/12/2008,17,Wednesday,12,December,4,2,2008
18/12/2008,18,Thursday,12,December,4,2,2008
19/12/2008,19,Friday,12,December,4,2,2008
20/12/2008,20,Saturday,12,December,4,2,2008
21/12/2008,21,Sunday,12,December,4,2,2008
22/12/2008,22,Monday,12,December,4,2,2008
23/12/2008,23,Tuesday,12,December,4,2,2008
24/12/2008,24,Wednesday,12,December,4,2,2008
25/12/2008,25,Thursday,12,December,4,2,2008
26/12/2008,26,Friday,12,December,4,2,2008
27/12/2008,27,Saturday,12,December,4,2,2008
28/12/2008,28,Sunday,12,December,4,2,2008
29/12/2008,29,Monday,12,December,4,2,2008
30/12/2008,30,Tuesday,12,December,4,2,2008
31/12/2008,31,Wednesday,12,December,4,2,2008
01/01/2009,1,Thursday,1,January,1,1,2009
02/01/2009,2,Friday,1,January,1,1,2009
03/01/2009,3,Saturday,1,January,1,1,2009
04/01/2009,4,Sunday,1,January,1,1,2009
05/01/2009,5,Monday,1,January,1,1,2009
06/01/2009,6,Tuesday,1,January,1,1,2009
07/01/2009,7,Wednesday,1,January,1,1,2009
08/01/2009,8,Thursday,1,January,1,1,2009
09/01/2009,9,Friday,1,January,1,1,2009
10/01/2009,10,Saturday,1,January,1,1,2009
11/01/2009,11,Sunday,1,January,1,1,2009
12/01/2009,12,Monday,1,January,1,1,2009
13/01/2009,13,Tuesday,1,January,1,1,2009
14/01/2009,14,Wednesday,1,January,1,1,2009
15/01/2009,15,Thursday,1,January,1,1,2009
16/01/2009,16,Friday,1,January,1,1,2009
17/01/2009,17,Saturday,1,January,1,1,2009
18/01/2009,18,Sunday,1,January,1,1,2009
19/01/2009,19,Monday,1,January,1,1,2009
20/01/2009,20,Tuesday,1,January,1,1,2009
21/01/2009,21,Wednesday,1,January,1,1,2009
22/01/2009,22,Thursday,1,January,1,1,2009
23/01/2009,23,Friday,1,January,1,1,2009
24/01/2009,24,Saturday,1,January,1,1,2009
25/01/2009,25,Sunday,1,January,1,1,2009
26/01/2009,26,Monday,1,January,1,1,2009
27/01/2009,27,Tuesday,1,January,1,1,2009
28/01/2009,28,Wednesday,1,January,1,1,2009
29/01/2009,29,Thursday,1,January,1,1,2009
30/01/2009,30,Friday,1,January,1,1,2009
31/01/2009,31,Saturday,1,January,1,1,2009
01/02/2009,1,Sunday,2,February,1,1,2009
02/02/2009,2,Monday,2,February,1,1,2009
03/02/2009,3,Tuesday,2,February,1,1,2009
04/02/2009,4,Wednesday,2,February,1,1,2009
05/02/2009,5,Thursday,2,February,1,1,2009
06/02/2009,6,Friday,2,February,1,1,2009
07/02/2009,7,Saturday,2,February,1,1,2009
08/02/2009,8,Sunday,2,February,1,1,2009
09/02/2009,9,Monday,2,February,1,1,2009
10/02/2009,10,Tuesday,2,February,1,1,2009
11/02/2009,11,Wednesday,2,February,1,1,2009
12/02/2009,12,Thursday,2,February,1,1,2009
13/02/2009,13,Friday,2,February,1,1,2009
14/02/2009,14,Saturday,2,February,1,1,2009
15/02/2009,15,Sunday,2,February,1,1,2009
16/02/2009,16,Monday,2,February,1,1,2009
17/02/2009,17,Tuesday,2,February,1,1,2009
18/02/2009,18,Wednesday,2,February,1,1,2009
19/02/2009,19,Thursday,2,February,1,1,2009
20/02/2009,20,Friday,2,February,1,1,2009
21/02/2009,21,Saturday,2,February,1,1,2009
22/02/2009,22,Sunday,2,February,1,1,2009
23/02/2009,23,Monday,2,February,1,1,2009
24/02/2009,24,Tuesday,2,February,1,1,2009
25/02/2009,25,Wednesday,2,February,1,1,2009
26/02/2009,26,Thursday,2,February,1,1,2009
27/02/2009,27,Friday,2,February,1,1,2009
28/02/2009,28,Saturday,2,February,1,1,2009
01/03/2009,1,Sunday,3,March,1,1,2009
02/03/2009,2,Monday,3,March,1,1,2009
03/03/2009,3,Tuesday,3,March,1,1,2009
04/03/2009,4,Wednesday,3,March,1,1,2009
05/03/2009,5,Thursday,3,March,1,1,2009
06/03/2009,6,Friday,3,March,1,1,2009
07/03/2009,7,Saturday,3,March,1,1,2009
08/03/2009,8,Sunday,3,March,1,1,2009
09/03/2009,9,Monday,3,March,1,1,2009
10/03/2009,10,Tuesday,3,March,1,1,2009
11/03/2009,11,Wednesday,3,March,1,1,2009
12/03/2009,12,Thursday,3,March,1,1,2009
13/03/2009,13,Friday,3,March,1,1,2009
14/03/2009,14,Saturday,3,March,1,1,2009
15/03/2009,15,Sunday,3,March,1,1,2009
16/03/2009,16,Monday,3,March,1,1,2009
17/03/2009,17,Tuesday,3,March,1,1,2009
18/03/2009,18,Wednesday,3,March,1,1,2009
19/03/2009,19,Thursday,3,March,1,1,2009
20/03/2009,20,Friday,3,March,1,1,2009
21/03/2009,21,Saturday,3,March,1,1,2009
22/03/2009,22,Sunday,3,March,1,1,2009
23/03/2009,23,Monday,3,March,1,1,2009
24/03/2009,24,Tuesday,3,March,1,1,2009
25/03/2009,25,Wednesday,3,March,1,1,2009
26/03/2009,26,Thursday,3,March,1,1,2009
27/03/2009,27,Friday,3,March,1,1,2009
28/03/2009,28,Saturday,3,March,1,1,2009
29/03/2009,29,Sunday,3,March,1,1,2009
30/03/2009,30,Monday,3,March,1,1,2009
31/03/2009,31,Tuesday,3,March,1,1,2009
01/04/2009,1,Wednesday,4,April,2,1,2009
02/04/2009,2,Thursday,4,April,2,1,2009
03/04/2009,3,Friday,4,April,2,1,2009
04/04/2009,4,Saturday,4,April,2,1,2009
05/04/2009,5,Sunday,4,April,2,1,2009
06/04/2009,6,Monday,4,April,2,1,2009
07/04/2009,7,Tuesday,4,April,2,1,2009
08/04/2009,8,Wednesday,4,April,2,1,2009
09/04/2009,9,Thursday,4,April,2,1,2009
10/04/2009,10,Friday,4,April,2,1,2009
11/04/2009,11,Saturday,4,April,2,1,2009
12/04/2009,12,Sunday,4,April,2,1,2009
13/04/2009,13,Monday,4,April,2,1,2009
14/04/2009,14,Tuesday,4,April,2,1,2009
15/04/2009,15,Wednesday,4,April,2,1,2009
16/04/2009,16,Thursday,4,April,2,1,2009
17/04/2009,17,Friday,4,April,2,1,2009
18/04/2009,18,Saturday,4,April,2,1,2009
19/04/2009,19,Sunday,4,April,2,1,2009
20/04/2009,20,Monday,4,April,2,1,2009
21/04/2009,21,Tuesday,4,April,2,1,2009
22/04/2009,22,Wednesday,4,April,2,1,2009
23/04/2009,23,Thursday,4,April,2,1,2009
24/04/2009,24,Friday,4,April,2,1,2009
25/04/2009,25,Saturday,4,April,2,1,2009
26/04/2009,26,Sunday,4,April,2,1,2009
27/04/2009,27,Monday,4,April,2,1,2009
28/04/2009,28,Tuesday,4,April,2,1,2009
29/04/2009,29,Wednesday,4,April,2,1,2009
30/04/2009,30,Thursday,4,April,2,1,2009
01/05/2009,1,Friday,5,May,2,1,2009
02/05/2009,2,Saturday,5,May,2,1,2009
03/05/2009,3,Sunday,5,May,2,1,2009
04/05/2009,4,Monday,5,May,2,1,2009
05/05/2009,5,Tuesday,5,May,2,1,2009
06/05/2009,6,Wednesday,5,May,2,1,2009
07/05/2009,7,Thursday,5,May,2,1,2009
08/05/2009,8,Friday,5,May,2,1,2009
09/05/2009,9,Saturday,5,May,2,1,2009
10/05/2009,10,Sunday,5,May,2,1,2009
11/05/2009,11,Monday,5,May,2,1,2009
12/05/2009,12,Tuesday,5,May,2,1,2009
13/05/2009,13,Wednesday,5,May,2,1,2009
14/05/2009,14,Thursday,5,May,2,1,2009
15/05/2009,15,Friday,5,May,2,1,2009
16/05/2009,16,Saturday,5,May,2,1,2009
17/05/2009,17,Sunday,5,May,2,1,2009
18/05/2009,18,Monday,5,May,2,1,2009
19/05/2009,19,Tuesday,5,May,2,1,2009
20/05/2009,20,Wednesday,5,May,2,1,2009
21/05/2009,21,Thursday,5,May,2,1,2009
22/05/2009,22,Friday,5,May,2,1,2009
23/05/2009,23,Saturday,5,May,2,1,2009
24/05/2009,24,Sunday,5,May,2,1,2009
25/05/2009,25,Monday,5,May,2,1,2009
26/05/2009,26,Tuesday,5,May,2,1,2009
27/05/2009,27,Wednesday,5,May,2,1,2009
28/05/2009,28,Thursday,5,May,2,1,2009
29/05/2009,29,Friday,5,May,2,1,2009
30/05/2009,30,Saturday,5,May,2,1,2009
31/05/2009,31,Sunday,5,May,2,1,2009
01/06/2009,1,Monday,6,June,2,1,2009
02/06/2009,2,Tuesday,6,June,2,1,2009
03/06/2009,3,Wednesday,6,June,2,1,2009
04/06/2009,4,Thursday,6,June,2,1,2009
05/06/2009,5,Friday,6,June,2,1,2009
06/06/2009,6,Saturday,6,June,2,1,2009
07/06/2009,7,Sunday,6,June,2,1,2009
08/06/2009,8,Monday,6,June,2,1,2009
09/06/2009,9,Tuesday,6,June,2,1,2009
10/06/2009,10,Wednesday,6,June,2,1,2009
11/06/2009,11,Thursday,6,June,2,1,2009
12/06/2009,12,Friday,6,June,2,1,2009
13/06/2009,13,Saturday,6,June,2,1,2009
14/06/2009,14,Sunday,6,June,2,1,2009
15/06/2009,15,Monday,6,June,2,1,2009
16/06/2009,16,Tuesday,6,June,2,1,2009
17/06/2009,17,Wednesday,6,June,2,1,2009
18/06/2009,18,Thursday,6,June,2,1,2009
19/06/2009,19,Friday,6,June,2,1,2009
20/06/2009,20,Saturday,6,June,2,1,2009
21/06/2009,21,Sunday,6,June,2,1,2009
22/06/2009,22,Monday,6,June,2,1,2009
23/06/2009,23,Tuesday,6,June,2,1,2009
24/06/2009,24,Wednesday,6,June,2,1,2009
25/06/2009,25,Thursday,6,June,2,1,2009
26/06/2009,26,Friday,6,June,2,1,2009
27/06/2009,27,Saturday,6,June,2,1,2009
28/06/2009,28,Sunday,6,June,2,1,2009
29/06/2009,29,Monday,6,June,2,1,2009
30/06/2009,30,Tuesday,6,June,2,1,2009
01/07/2009,1,Wednesday,7,July,3,2,2009
02/07/2009,2,Thursday,7,July,3,2,2009
03/07/2009,3,Friday,7,July,3,2,2009
04/07/2009,4,Saturday,7,July,3,2,2009
05/07/2009,5,Sunday,7,July,3,2,2009
06/07/2009,6,Monday,7,July,3,2,2009
07/07/2009,7,Tuesday,7,July,3,2,2009
08/07/2009,8,Wednesday,7,July,3,2,2009
09/07/2009,9,Thursday,7,July,3,2,2009
10/07/2009,10,Friday,7,July,3,2,2009
11/07/2009,11,Saturday,7,July,3,2,2009
12/07/2009,12,Sunday,7,July,3,2,2009
13/07/2009,13,Monday,7,July,3,2,2009
14/07/2009,14,Tuesday,7,July,3,2,2009
15/07/2009,15,Wednesday,7,July,3,2,2009
16/07/2009,16,Thursday,7,July,3,2,2009
17/07/2009,17,Friday,7,July,3,2,2009
18/07/2009,18,Saturday,7,July,3,2,2009
19/07/2009,19,Sunday,7,July,3,2,2009
20/07/2009,20,Monday,7,July,3,2,2009
21/07/2009,21,Tuesday,7,July,3,2,2009
22/07/2009,22,Wednesday,7,July,3,2,2009
23/07/2009,23,Thursday,7,July,3,2,2009
24/07/2009,24,Friday,7,July,3,2,2009
25/07/2009,25,Saturday,7,July,3,2,2009
26/07/2009,26,Sunday,7,July,3,2,2009
27/07/2009,27,Monday,7,July,3,2,2009
28/07/2009,28,Tuesday,7,July,3,2,2009
29/07/2009,29,Wednesday,7,July,3,2,2009
30/07/2009,30,Thursday,7,July,3,2,2009
31/07/2009,31,Friday,7,July,3,2,2009
01/08/2009,1,Saturday,8,August,3,2,2009
02/08/2009,2,Sunday,8,August,3,2,2009
03/08/2009,3,Monday,8,August,3,2,2009
04/08/2009,4,Tuesday,8,August,3,2,2009
05/08/2009,5,Wednesday,8,August,3,2,2009
06/08/2009,6,Thursday,8,August,3,2,2009
07/08/2009,7,Friday,8,August,3,2,2009
08/08/2009,8,Saturday,8,August,3,2,2009
09/08/2009,9,Sunday,8,August,3,2,2009
10/08/2009,10,Monday,8,August,3,2,2009
11/08/2009,11,Tuesday,8,August,3,2,2009
12/08/2009,12,Wednesday,8,August,3,2,2009
13/08/2009,13,Thursday,8,August,3,2,2009
14/08/2009,14,Friday,8,August,3,2,2009
15/08/2009,15,Saturday,8,August,3,2,2009
16/08/2009,16,Sunday,8,August,3,2,2009
17/08/2009,17,Monday,8,August,3,2,2009
18/08/2009,18,Tuesday,8,August,3,2,2009
19/08/2009,19,Wednesday,8,August,3,2,2009
20/08/2009,20,Thursday,8,August,3,2,2009
21/08/2009,21,Friday,8,August,3,2,2009
22/08/2009,22,Saturday,8,August,3,2,2009
23/08/2009,23,Sunday,8,August,3,2,2009
24/08/2009,24,Monday,8,August,3,2,2009
25/08/2009,25,Tuesday,8,August,3,2,2009
26/08/2009,26,Wednesday,8,August,3,2,2009
27/08/2009,27,Thursday,8,August,3,2,2009
28/08/2009,28,Friday,8,August,3,2,2009
29/08/2009,29,Saturday,8,August,3,2,2009
30/08/2009,30,Sunday,8,August,3,2,2009
31/08/2009,31,Monday,8,August,3,2,2009
01/09/2009,1,Tuesday,9,September,3,2,2009
02/09/2009,2,Wednesday,9,September,3,2,2009
03/09/2009,3,Thursday,9,September,3,2,2009
04/09/2009,4,Friday,9,September,3,2,2009
05/09/2009,5,Saturday,9,September,3,2,2009
06/09/2009,6,Sunday,9,September,3,2,2009
07/09/2009,7,Monday,9,September,3,2,2009
08/09/2009,8,Tuesday,9,September,3,2,2009
09/09/2009,9,Wednesday,9,September,3,2,2009
10/09/2009,10,Thursday,9,September,3,2,2009
11/09/2009,11,Friday,9,September,3,2,2009
12/09/2009,12,Saturday,9,September,3,2,2009
13/09/2009,13,Sunday,9,September,3,2,2009
14/09/2009,14,Monday,9,September,3,2,2009
15/09/2009,15,Tuesday,9,September,3,2,2009
16/09/2009,16,Wednesday,9,September,3,2,2009
17/09/2009,17,Thursday,9,September,3,2,2009
18/09/2009,18,Friday,9,September,3,2,2009
19/09/2009,19,Saturday,9,September,3,2,2009
20/09/2009,20,Sunday,9,September,3,2,2009
21/09/2009,21,Monday,9,September,3,2,2009
22/09/2009,22,Tuesday,9,September,3,2,2009
23/09/2009,23,Wednesday,9,September,3,2,2009
24/09/2009,24,Thursday,9,September,3,2,2009
25/09/2009,25,Friday,9,September,3,2,2009
26/09/2009,26,Saturday,9,September,3,2,2009
27/09/2009,27,Sunday,9,September,3,2,2009
28/09/2009,28,Monday,9,September,3,2,2009
29/09/2009,29,Tuesday,9,September,3,2,2009
30/09/2009,30,Wednesday,9,September,3,2,2009
01/10/2009,1,Thursday,10,October,4,2,2009
02/10/2009,2,Friday,10,October,4,2,2009
03/10/2009,3,Saturday,10,October,4,2,2009
04/10/2009,4,Sunday,10,October,4,2,2009
05/10/2009,5,Monday,10,October,4,2,2009
06/10/2009,6,Tuesday,10,October,4,2,2009
07/10/2009,7,Wednesday,10,October,4,2,2009
08/10/2009,8,Thursday,10,October,4,2,2009
09/10/2009,9,Friday,10,October,4,2,2009
10/10/2009,10,Saturday,10,October,4,2,2009
11/10/2009,11,Sunday,10,October,4,2,2009
12/10/2009,12,Monday,10,October,4,2,2009
13/10/2009,13,Tuesday,10,October,4,2,2009
14/10/2009,14,Wednesday,10,October,4,2,2009
15/10/2009,15,Thursday,10,October,4,2,2009
16/10/2009,16,Friday,10,October,4,2,2009
17/10/2009,17,Saturday,10,October,4,2,2009
18/10/2009,18,Sunday,10,October,4,2,2009
19/10/2009,19,Monday,10,October,4,2,2009
20/10/2009,20,Tuesday,10,October,4,2,2009
21/10/2009,21,Wednesday,10,October,4,2,2009
22/10/2009,22,Thursday,10,October,4,2,2009
23/10/2009,23,Friday,10,October,4,2,2009
24/10/2009,24,Saturday,10,October,4,2,2009
25/10/2009,25,Sunday,10,October,4,2,2009
26/10/2009,26,Monday,10,October,4,2,2009
27/10/2009,27,Tuesday,10,October,4,2,2009
28/10/2009,28,Wednesday,10,October,4,2,2009
29/10/2009,29,Thursday,10,October,4,2,2009
30/10/2009,30,Friday,10,October,4,2,2009
31/10/2009,31,Saturday,10,October,4,2,2009
01/11/2009,1,Sunday,11,November,4,2,2009
02/11/2009,2,Monday,11,November,4,2,2009
03/11/2009,3,Tuesday,11,November,4,2,2009
04/11/2009,4,Wednesday,11,November,4,2,2009
05/11/2009,5,Thursday,11,November,4,2,2009
06/11/2009,6,Friday,11,November,4,2,2009
07/11/2009,7,Saturday,11,November,4,2,2009
08/11/2009,8,Sunday,11,November,4,2,2009
09/11/2009,9,Monday,11,November,4,2,2009
10/11/2009,10,Tuesday,11,November,4,2,2009
11/11/2009,11,Wednesday,11,November,4,2,2009
12/11/2009,12,Thursday,11,November,4,2,2009
13/11/2009,13,Friday,11,November,4,2,2009
14/11/2009,14,Saturday,11,November,4,2,2009
15/11/2009,15,Sunday,11,November,4,2,2009
16/11/2009,16,Monday,11,November,4,2,2009
17/11/2009,17,Tuesday,11,November,4,2,2009
18/11/2009,18,Wednesday,11,November,4,2,2009
19/11/2009,19,Thursday,11,November,4,2,2009
20/11/2009,20,Friday,11,November,4,2,2009
21/11/2009,21,Saturday,11,November,4,2,2009
22/11/2009,22,Sunday,11,November,4,2,2009
23/11/2009,23,Monday,11,November,4,2,2009
24/11/2009,24,Tuesday,11,November,4,2,2009
25/11/2009,25,Wednesday,11,November,4,2,2009
26/11/2009,26,Thursday,11,November,4,2,2009
27/11/2009,27,Friday,11,November,4,2,2009
28/11/2009,28,Saturday,11,November,4,2,2009
29/11/2009,29,Sunday,11,November,4,2,2009
30/11/2009,30,Monday,11,November,4,2,2009
01/12/2009,1,Tuesday,12,December,4,2,2009
02/12/2009,2,Wednesday,12,December,4,2,2009
03/12/2009,3,Thursday,12,December,4,2,2009
04/12/2009,4,Friday,12,December,4,2,2009
05/12/2009,5,Saturday,12,December,4,2,2009
06/12/2009,6,Sunday,12,December,4,2,2009
07/12/2009,7,Monday,12,December,4,2,2009
08/12/2009,8,Tuesday,12,December,4,2,2009
09/12/2009,9,Wednesday,12,December,4,2,2009
10/12/2009,10,Thursday,12,December,4,2,2009
11/12/2009,11,Friday,12,December,4,2,2009
12/12/2009,12,Saturday,12,December,4,2,2009
13/12/2009,13,Sunday,12,December,4,2,2009
14/12/2009,14,Monday,12,December,4,2,2009
15/12/2009,15,Tuesday,12,December,4,2,2009
16/12/2009,16,Wednesday,12,December,4,2,2009
17/12/2009,17,Thursday,12,December,4,2,2009
18/12/2009,18,Friday,12,December,4,2,2009
19/12/2009,19,Saturday,12,December,4,2,2009
20/12/2009,20,Sunday,12,December,4,2,2009
21/12/2009,21,Monday,12,December,4,2,2009
22/12/2009,22,Tuesday,12,December,4,2,2009
23/12/2009,23,Wednesday,12,December,4,2,2009
24/12/2009,24,Thursday,12,December,4,2,2009
25/12/2009,25,Friday,12,December,4,2,2009
26/12/2009,26,Saturday,12,December,4,2,2009
27/12/2009,27,Sunday,12,December,4,2,2009
28/12/2009,28,Monday,12,December,4,2,2009
29/12/2009,29,Tuesday,12,December,4,2,2009
30/12/2009,30,Wednesday,12,December,4,2,2009
31/12/2009,31,Thursday,12,December,4,2,2009
01/01/2010,1,Friday,1,January,1,1,2010
02/01/2010,2,Saturday,1,January,1,1,2010
03/01/2010,3,Sunday,1,January,1,1,2010
04/01/2010,4,Monday,1,January,1,1,2010
05/01/2010,5,Tuesday,1,January,1,1,2010
06/01/2010,6,Wednesday,1,January,1,1,2010
07/01/2010,7,Thursday,1,January,1,1,2010
08/01/2010,8,Friday,1,January,1,1,2010
09/01/2010,9,Saturday,1,January,1,1,2010
10/01/2010,10,Sunday,1,January,1,1,2010
11/01/2010,11,Monday,1,January,1,1,2010
12/01/2010,12,Tuesday,1,January,1,1,2010
13/01/2010,13,Wednesday,1,January,1,1,2010
14/01/2010,14,Thursday,1,January,1,1,2010
15/01/2010,15,Friday,1,January,1,1,2010
16/01/2010,16,Saturday,1,January,1,1,2010
17/01/2010,17,Sunday,1,January,1,1,2010
18/01/2010,18,Monday,1,January,1,1,2010
19/01/2010,19,Tuesday,1,January,1,1,2010
20/01/2010,20,Wednesday,1,January,1,1,2010
21/01/2010,21,Thursday,1,January,1,1,2010
22/01/2010,22,Friday,1,January,1,1,2010
23/01/2010,23,Saturday,1,January,1,1,2010
24/01/2010,24,Sunday,1,January,1,1,2010
25/01/2010,25,Monday,1,January,1,1,2010
26/01/2010,26,Tuesday,1,January,1,1,2010
27/01/2010,27,Wednesday,1,January,1,1,2010
28/01/2010,28,Thursday,1,January,1,1,2010
29/01/2010,29,Friday,1,January,1,1,2010
30/01/2010,30,Saturday,1,January,1,1,2010
31/01/2010,31,Sunday,1,January,1,1,2010
01/02/2010,1,Monday,2,February,1,1,2010
02/02/2010,2,Tuesday,2,February,1,1,2010
03/02/2010,3,Wednesday,2,February,1,1,2010
04/02/2010,4,Thursday,2,February,1,1,2010
05/02/2010,5,Friday,2,February,1,1,2010
06/02/2010,6,Saturday,2,February,1,1,2010
07/02/2010,7,Sunday,2,February,1,1,2010
08/02/2010,8,Monday,2,February,1,1,2010
09/02/2010,9,Tuesday,2,February,1,1,2010
10/02/2010,10,Wednesday,2,February,1,1,2010
11/02/2010,11,Thursday,2,February,1,1,2010
12/02/2010,12,Friday,2,February,1,1,2010
13/02/2010,13,Saturday,2,February,1,1,2010
14/02/2010,14,Sunday,2,February,1,1,2010
15/02/2010,15,Monday,2,February,1,1,2010
16/02/2010,16,Tuesday,2,February,1,1,2010
17/02/2010,17,Wednesday,2,February,1,1,2010
18/02/2010,18,Thursday,2,February,1,1,2010
19/02/2010,19,Friday,2,February,1,1,2010
20/02/2010,20,Saturday,2,February,1,1,2010
21/02/2010,21,Sunday,2,February,1,1,2010
22/02/2010,22,Monday,2,February,1,1,2010
23/02/2010,23,Tuesday,2,February,1,1,2010
24/02/2010,24,Wednesday,2,February,1,1,2010
25/02/2010,25,Thursday,2,February,1,1,2010
26/02/2010,26,Friday,2,February,1,1,2010
27/02/2010,27,Saturday,2,February,1,1,2010
28/02/2010,28,Sunday,2,February,1,1,2010
01/03/2010,1,Monday,3,March,1,1,2010
02/03/2010,2,Tuesday,3,March,1,1,2010
03/03/2010,3,Wednesday,3,March,1,1,2010
04/03/2010,4,Thursday,3,March,1,1,2010
05/03/2010,5,Friday,3,March,1,1,2010
06/03/2010,6,Saturday,3,March,1,1,2010
07/03/2010,7,Sunday,3,March,1,1,2010
08/03/2010,8,Monday,3,March,1,1,2010
09/03/2010,9,Tuesday,3,March,1,1,2010
10/03/2010,10,Wednesday,3,March,1,1,2010
11/03/2010,11,Thursday,3,March,1,1,2010
12/03/2010,12,Friday,3,March,1,1,2010
13/03/2010,13,Saturday,3,March,1,1,2010
14/03/2010,14,Sunday,3,March,1,1,2010
15/03/2010,15,Monday,3,March,1,1,2010
16/03/2010,16,Tuesday,3,March,1,1,2010
17/03/2010,17,Wednesday,3,March,1,1,2010
18/03/2010,18,Thursday,3,March,1,1,2010
19/03/2010,19,Friday,3,March,1,1,2010
20/03/2010,20,Saturday,3,March,1,1,2010
21/03/2010,21,Sunday,3,March,1,1,2010
22/03/2010,22,Monday,3,March,1,1,2010
23/03/2010,23,Tuesday,3,March,1,1,2010
24/03/2010,24,Wednesday,3,March,1,1,2010
25/03/2010,25,Thursday,3,March,1,1,2010
26/03/2010,26,Friday,3,March,1,1,2010
27/03/2010,27,Saturday,3,March,1,1,2010
28/03/2010,28,Sunday,3,March,1,1,2010
29/03/2010,29,Monday,3,March,1,1,2010
30/03/2010,30,Tuesday,3,March,1,1,2010
31/03/2010,31,Wednesday,3,March,1,1,2010
01/04/2010,1,Thursday,4,April,2,1,2010
02/04/2010,2,Friday,4,April,2,1,2010
03/04/2010,3,Saturday,4,April,2,1,2010
04/04/2010,4,Sunday,4,April,2,1,2010
05/04/2010,5,Monday,4,April,2,1,2010
06/04/2010,6,Tuesday,4,April,2,1,2010
07/04/2010,7,Wednesday,4,April,2,1,2010
08/04/2010,8,Thursday,4,April,2,1,2010
09/04/2010,9,Friday,4,April,2,1,2010
10/04/2010,10,Saturday,4,April,2,1,2010
11/04/2010,11,Sunday,4,April,2,1,2010
12/04/2010,12,Monday,4,April,2,1,2010
13/04/2010,13,Tuesday,4,April,2,1,2010
14/04/2010,14,Wednesday,4,April,2,1,2010
15/04/2010,15,Thursday,4,April,2,1,2010
16/04/2010,16,Friday,4,April,2,1,2010
